Nivel,Nodo,Altura_media_mm,Area_mm2,X_mm,Y_mm,Z_mm
3,6,,,0.954295,0.898705,0.069000
3,6,,,0.956148,0.898705,0.072000
3,6,,,0.958001,0.898705,0.074000
3,6,,,0.959854,0.898705,0.073000
3,6,,,0.961707,0.898705,0.070000
3,6,,,0.963560,0.898705,0.064000
3,6,,,0.965413,0.898705,0.057000
3,6,,,0.928353,0.900558,0.056000
3,6,,,0.930206,0.900558,0.058000
3,6,,,0.932059,0.900558,0.060000
3,6,,,0.933912,0.900558,0.060000
3,6,,,0.935765,0.900558,0.061000
3,6,,,0.937618,0.900558,0.060000
3,6,,,0.939471,0.900558,0.060000
3,6,,,0.941324,0.900558,0.060000
3,6,,,0.943177,0.900558,0.059000
3,6,,,0.945030,0.900558,0.059000
3,6,,,0.946883,0.900558,0.059000
3,6,,,0.948736,0.900558,0.060000
3,6,,,0.950589,0.900558,0.061000
3,6,,,0.952442,0.900558,0.063000
3,6,,,0.954295,0.900558,0.064000
3,6,,,0.956148,0.900558,0.065000
3,6,,,0.958001,0.900558,0.064000
3,6,,,0.959854,0.900558,0.062000
3,6,,,0.961707,0.900558,0.059000
3,6,,,0.932059,0.902411,0.056000
3,6,,,0.933912,0.902411,0.058000
3,6,,,0.935765,0.902411,0.058000
3,6,,,0.937618,0.902411,0.059000
3,6,,,0.939471,0.902411,0.058000
3,6,,,0.941324,0.902411,0.058000
3,6,,,0.943177,0.902411,0.059000
3,6,,,0.945030,0.902411,0.059000
3,6,,,0.946883,0.902411,0.060000
3,6,,,0.948736,0.902411,0.060000
3,6,,,0.950589,0.902411,0.060000
3,6,,,0.952442,0.902411,0.059000
3,6,,,0.954295,0.902411,0.058000
3,6,,,0.956148,0.902411,0.056000
3,6,,,0.935765,0.904264,0.055000
3,6,,,0.937618,0.904264,0.056000
3,6,,,0.939471,0.904264,0.056000
3,6,,,0.941324,0.904264,0.057000
3,6,,,0.943177,0.904264,0.058000
3,6,,,0.945030,0.904264,0.060000
3,6,,,0.946883,0.904264,0.060000
3,6,,,0.948736,0.904264,0.060000
3,6,,,0.950589,0.904264,0.057000
3,7,0.068250,0.000027,,,
3,7,,,0.639285,0.237184,0.069000
3,7,,,0.641138,0.237184,0.068000
3,7,,,0.637432,0.239037,0.069000
3,7,,,0.639285,0.239037,0.067000
3,7,,,0.641138,0.239037,0.068000
3,7,,,0.637432,0.240890,0.068000
3,7,,,0.639285,0.240890,0.068000
3,7,,,0.641138,0.240890,0.069000
3,8,0.055000,0.000031,,,
3,8,,,0.548488,0.235331,0.055000
3,8,,,0.550341,0.235331,0.055000
3,8,,,0.552194,0.235331,0.055000
3,8,,,0.548488,0.237184,0.055000
3,8,,,0.550341,0.237184,0.055000
3,8,,,0.552194,0.237184,0.055000
3,8,,,0.554047,0.237184,0.055000
3,8,,,0.550341,0.239037,0.055000
3,8,,,0.552194,0.239037,0.055000
3,9,0.062250,0.000014,,,
3,9,,,0.641138,0.214948,0.067000
3,9,,,0.642991,0.214948,0.064000
3,9,,,0.644844,0.214948,0.061000
3,9,,,0.646697,0.214948,0.057000
3,10,0.061197,0.002338,,,
3,10,,,0.617049,0.209389,0.055000
3,10,,,0.618902,0.209389,0.057000
3,10,,,0.620755,0.209389,0.058000
3,10,,,0.622608,0.209389,0.060000
3,10,,,0.624461,0.209389,0.062000
3,10,,,0.626314,0.209389,0.065000
3,10,,,0.628167,0.209389,0.066000
3,10,,,0.630020,0.209389,0.065000
3,10,,,0.631873,0.209389,0.060000
3,10,,,0.613343,0.211242,0.056000
3,10,,,0.615196,0.211242,0.059000
3,10,,,0.617049,0.211242,0.061000
3,10,,,0.618902,0.211242,0.063000
3,10,,,0.620755,0.211242,0.065000
3,10,,,0.622608,0.211242,0.067000
3,10,,,0.633726,0.211242,0.065000
3,10,,,0.611490,0.213095,0.057000
3,10,,,0.613343,0.213095,0.060000
3,10,,,0.615196,0.213095,0.063000
3,10,,,0.617049,0.213095,0.066000
3,10,,,0.635579,0.213095,0.066000
3,10,,,0.607784,0.214948,0.057000
3,10,,,0.609637,0.214948,0.059000
3,10,,,0.611490,0.214948,0.061000
3,10,,,0.613343,0.214948,0.065000
3,10,,,0.615196,0.214948,0.068000
3,10,,,0.602225,0.216801,0.056000
3,10,,,0.604078,0.216801,0.058000
3,10,,,0.605931,0.216801,0.059000
3,10,,,0.607784,0.216801,0.061000
3,10,,,0.609637,0.216801,0.062000
3,10,,,0.611490,0.216801,0.065000
3,10,,,0.613343,0.216801,0.068000
3,10,,,0.650403,0.216801,0.065000
3,10,,,0.652256,0.216801,0.060000
3,10,,,0.583695,0.218654,0.055000
3,10,,,0.585548,0.218654,0.055000
3,10,,,0.591107,0.218654,0.055000
3,10,,,0.592960,0.218654,0.056000
3,10,,,0.594813,0.218654,0.057000
3,10,,,0.596666,0.218654,0.060000
3,10,,,0.598519,0.218654,0.062000
3,10,,,0.600372,0.218654,0.063000
3,10,,,0.602225,0.218654,0.064000
3,10,,,0.604078,0.218654,0.064000
3,10,,,0.605931,0.218654,0.064000
3,10,,,0.607784,0.218654,0.064000
3,10,,,0.609637,0.218654,0.065000
3,10,,,0.611490,0.218654,0.067000
3,10,,,0.654109,0.218654,0.068000
3,10,,,0.655962,0.218654,0.060000
3,10,,,0.579989,0.220507,0.055000
3,10,,,0.581842,0.220507,0.056000
3,10,,,0.583695,0.220507,0.057000
3,10,,,0.585548,0.220507,0.057000
3,10,,,0.587401,0.220507,0.058000
3,10,,,0.589254,0.220507,0.058000
3,10,,,0.591107,0.220507,0.060000
3,10,,,0.592960,0.220507,0.061000
3,10,,,0.594813,0.220507,0.064000
3,10,,,0.596666,0.220507,0.066000
3,10,,,0.598519,0.220507,0.067000
3,10,,,0.600372,0.220507,0.068000
3,10,,,0.602225,0.220507,0.068000
3,10,,,0.604078,0.220507,0.067000
3,10,,,0.605931,0.220507,0.067000
3,10,,,0.607784,0.220507,0.068000
3,10,,,0.657815,0.220507,0.063000
3,10,,,0.578136,0.222360,0.055000
3,10,,,0.579989,0.222360,0.057000
3,10,,,0.581842,0.222360,0.058000
3,10,,,0.583695,0.222360,0.059000
3,10,,,0.585548,0.222360,0.060000
3,10,,,0.587401,0.222360,0.061000
3,10,,,0.589254,0.222360,0.062000
3,10,,,0.591107,0.222360,0.064000
3,10,,,0.592960,0.222360,0.065000
3,10,,,0.594813,0.222360,0.067000
3,10,,,0.596666,0.222360,0.069000
3,10,,,0.604078,0.222360,0.069000
3,10,,,0.657815,0.222360,0.068000
3,10,,,0.659668,0.222360,0.059000
3,10,,,0.576283,0.224213,0.055000
3,10,,,0.578136,0.224213,0.056000
3,10,,,0.579989,0.224213,0.058000
3,10,,,0.581842,0.224213,0.059000
3,10,,,0.583695,0.224213,0.060000
3,10,,,0.585548,0.224213,0.062000
3,10,,,0.587401,0.224213,0.063000
3,10,,,0.589254,0.224213,0.065000
3,10,,,0.591107,0.224213,0.066000
3,10,,,0.592960,0.224213,0.068000
3,10,,,0.657815,0.224213,0.067000
3,10,,,0.659668,0.224213,0.058000
3,10,,,0.574430,0.226066,0.055000
3,10,,,0.576283,0.226066,0.056000
3,10,,,0.578136,0.226066,0.057000
3,10,,,0.579989,0.226066,0.059000
3,10,,,0.581842,0.226066,0.060000
3,10,,,0.583695,0.226066,0.062000
3,10,,,0.585548,0.226066,0.063000
3,10,,,0.587401,0.226066,0.065000
3,10,,,0.589254,0.226066,0.066000
3,10,,,0.591107,0.226066,0.068000
3,10,,,0.592960,0.226066,0.069000
3,10,,,0.657815,0.226066,0.064000
3,10,,,0.659668,0.226066,0.056000
3,10,,,0.572577,0.227919,0.055000
3,10,,,0.574430,0.227919,0.056000
3,10,,,0.576283,0.227919,0.057000
3,10,,,0.578136,0.227919,0.058000
3,10,,,0.579989,0.227919,0.060000
3,10,,,0.581842,0.227919,0.061000
3,10,,,0.583695,0.227919,0.062000
3,10,,,0.585548,0.227919,0.064000
3,10,,,0.587401,0.227919,0.066000
3,10,,,0.589254,0.227919,0.068000
3,10,,,0.591107,0.227919,0.069000
3,10,,,0.655962,0.227919,0.069000
3,10,,,0.657815,0.227919,0.060000
3,10,,,0.570724,0.229772,0.055000
3,10,,,0.572577,0.229772,0.055000
3,10,,,0.574430,0.229772,0.056000
3,10,,,0.576283,0.229772,0.057000
3,10,,,0.578136,0.229772,0.059000
3,10,,,0.579989,0.229772,0.061000
3,10,,,0.581842,0.229772,0.062000
3,10,,,0.583695,0.229772,0.064000
3,10,,,0.585548,0.229772,0.066000
3,10,,,0.587401,0.229772,0.068000
3,10,,,0.589254,0.229772,0.069000
3,10,,,0.655962,0.229772,0.064000
3,10,,,0.657815,0.229772,0.055000
3,10,,,0.572577,0.231625,0.055000
3,10,,,0.574430,0.231625,0.056000
3,10,,,0.576283,0.231625,0.057000
3,10,,,0.578136,0.231625,0.059000
3,10,,,0.579989,0.231625,0.061000
3,10,,,0.581842,0.231625,0.063000
3,10,,,0.583695,0.231625,0.065000
3,10,,,0.585548,0.231625,0.066000
3,10,,,0.587401,0.231625,0.068000
3,10,,,0.654109,0.231625,0.069000
3,10,,,0.655962,0.231625,0.060000
3,10,,,0.572577,0.233478,0.055000
3,10,,,0.574430,0.233478,0.055000
3,10,,,0.576283,0.233478,0.057000
3,10,,,0.578136,0.233478,0.059000
3,10,,,0.579989,0.233478,0.062000
3,10,,,0.581842,0.233478,0.064000
3,10,,,0.583695,0.233478,0.066000
3,10,,,0.585548,0.233478,0.067000
3,10,,,0.587401,0.233478,0.069000
3,10,,,0.652256,0.233478,0.067000
3,10,,,0.654109,0.233478,0.059000
3,10,,,0.574430,0.235331,0.055000
3,10,,,0.576283,0.235331,0.057000
3,10,,,0.578136,0.235331,0.059000
3,10,,,0.579989,0.235331,0.062000
3,10,,,0.581842,0.235331,0.064000
3,10,,,0.583695,0.235331,0.066000
3,10,,,0.585548,0.235331,0.067000
3,10,,,0.587401,0.235331,0.068000
3,10,,,0.589254,0.235331,0.069000
3,10,,,0.591107,0.235331,0.069000
3,10,,,0.650403,0.235331,0.068000
3,10,,,0.652256,0.235331,0.060000
3,10,,,0.574430,0.237184,0.055000
3,10,,,0.576283,0.237184,0.058000
3,10,,,0.578136,0.237184,0.060000
3,10,,,0.579989,0.237184,0.063000
3,10,,,0.581842,0.237184,0.065000
3,10,,,0.583695,0.237184,0.067000
3,10,,,0.585548,0.237184,0.067000
3,10,,,0.587401,0.237184,0.068000
3,10,,,0.589254,0.237184,0.068000
3,10,,,0.591107,0.237184,0.068000
3,10,,,0.592960,0.237184,0.069000
3,10,,,0.648550,0.237184,0.068000
3,10,,,0.650403,0.237184,0.063000
3,10,,,0.652256,0.237184,0.057000
3,10,,,0.574430,0.239037,0.056000
3,10,,,0.576283,0.239037,0.059000
3,10,,,0.578136,0.239037,0.062000
3,10,,,0.579989,0.239037,0.064000
3,10,,,0.581842,0.239037,0.066000
3,10,,,0.583695,0.239037,0.067000
3,10,,,0.585548,0.239037,0.067000
3,10,,,0.587401,0.239037,0.067000
3,10,,,0.589254,0.239037,0.067000
3,10,,,0.591107,0.239037,0.068000
3,10,,,0.592960,0.239037,0.069000
3,10,,,0.650403,0.239037,0.069000
3,10,,,0.652256,0.239037,0.062000
3,10,,,0.572577,0.240890,0.055000
3,10,,,0.574430,0.240890,0.058000
3,10,,,0.576283,0.240890,0.060000
3,10,,,0.578136,0.240890,0.063000
3,10,,,0.579989,0.240890,0.065000
3,10,,,0.581842,0.240890,0.067000
3,10,,,0.583695,0.240890,0.067000
3,10,,,0.585548,0.240890,0.067000
3,10,,,0.587401,0.240890,0.067000
3,10,,,0.589254,0.240890,0.067000
3,10,,,0.591107,0.240890,0.068000
3,10,,,0.592960,0.240890,0.069000
3,10,,,0.652256,0.240890,0.066000
3,10,,,0.654109,0.240890,0.057000
3,10,,,0.572577,0.242743,0.055000
3,10,,,0.574430,0.242743,0.058000
3,10,,,0.576283,0.242743,0.061000
3,10,,,0.578136,0.242743,0.063000
3,10,,,0.579989,0.242743,0.065000
3,10,,,0.581842,0.242743,0.066000
3,10,,,0.583695,0.242743,0.066000
3,10,,,0.585548,0.242743,0.067000
3,10,,,0.587401,0.242743,0.067000
3,10,,,0.589254,0.242743,0.067000
3,10,,,0.591107,0.242743,0.069000
3,10,,,0.652256,0.242743,0.062000
3,10,,,0.572577,0.244596,0.056000
3,10,,,0.574430,0.244596,0.058000
3,10,,,0.576283,0.244596,0.061000
3,10,,,0.578136,0.244596,0.064000
3,10,,,0.579989,0.244596,0.065000
3,10,,,0.581842,0.244596,0.066000
3,10,,,0.583695,0.244596,0.066000
3,10,,,0.585548,0.244596,0.067000
3,10,,,0.587401,0.244596,0.067000
3,10,,,0.589254,0.244596,0.068000
3,10,,,0.652256,0.244596,0.059000
3,10,,,0.572577,0.246449,0.056000
3,10,,,0.574430,0.246449,0.058000
3,10,,,0.576283,0.246449,0.061000
3,10,,,0.578136,0.246449,0.063000
3,10,,,0.579989,0.246449,0.065000
3,10,,,0.581842,0.246449,0.066000
3,10,,,0.583695,0.246449,0.066000
3,10,,,0.585548,0.246449,0.067000
3,10,,,0.587401,0.246449,0.068000
3,10,,,0.650403,0.246449,0.067000
3,10,,,0.572577,0.248302,0.055000
3,10,,,0.574430,0.248302,0.057000
3,10,,,0.576283,0.248302,0.059000
3,10,,,0.578136,0.248302,0.061000
3,10,,,0.579989,0.248302,0.063000
3,10,,,0.581842,0.248302,0.064000
3,10,,,0.583695,0.248302,0.065000
3,10,,,0.585548,0.248302,0.067000
3,10,,,0.587401,0.248302,0.068000
3,10,,,0.628167,0.248302,0.068000
3,10,,,0.630020,0.248302,0.067000
3,10,,,0.631873,0.248302,0.067000
3,10,,,0.633726,0.248302,0.068000
3,10,,,0.650403,0.248302,0.067000
3,10,,,0.574430,0.250155,0.056000
3,10,,,0.576283,0.250155,0.058000
3,10,,,0.578136,0.250155,0.060000
3,10,,,0.579989,0.250155,0.061000
3,10,,,0.581842,0.250155,0.063000
3,10,,,0.583695,0.250155,0.065000
3,10,,,0.585548,0.250155,0.067000
3,10,,,0.587401,0.250155,0.069000
3,10,,,0.600372,0.250155,0.069000
3,10,,,0.602225,0.250155,0.068000
3,10,,,0.604078,0.250155,0.069000
3,10,,,0.620755,0.250155,0.069000
3,10,,,0.622608,0.250155,0.065000
3,10,,,0.624461,0.250155,0.060000
3,10,,,0.626314,0.250155,0.057000
3,10,,,0.628167,0.250155,0.056000
3,10,,,0.630020,0.250155,0.057000
3,10,,,0.631873,0.250155,0.059000
3,10,,,0.633726,0.250155,0.063000
3,10,,,0.635579,0.250155,0.068000
3,10,,,0.650403,0.250155,0.065000
3,10,,,0.574430,0.252008,0.056000
3,10,,,0.576283,0.252008,0.057000
3,10,,,0.578136,0.252008,0.059000
3,10,,,0.579989,0.252008,0.061000
3,10,,,0.581842,0.252008,0.063000
3,10,,,0.583695,0.252008,0.065000
3,10,,,0.585548,0.252008,0.067000
3,10,,,0.587401,0.252008,0.068000
3,10,,,0.596666,0.252008,0.068000
3,10,,,0.598519,0.252008,0.067000
3,10,,,0.600372,0.252008,0.066000
3,10,,,0.602225,0.252008,0.065000
3,10,,,0.604078,0.252008,0.066000
3,10,,,0.605931,0.252008,0.067000
3,10,,,0.607784,0.252008,0.069000
3,10,,,0.618902,0.252008,0.067000
3,10,,,0.620755,0.252008,0.060000
3,10,,,0.633726,0.252008,0.057000
3,10,,,0.635579,0.252008,0.064000
3,10,,,0.650403,0.252008,0.062000
3,10,,,0.572577,0.253861,0.055000
3,10,,,0.574430,0.253861,0.057000
3,10,,,0.576283,0.253861,0.059000
3,10,,,0.578136,0.253861,0.062000
3,10,,,0.579989,0.253861,0.064000
3,10,,,0.581842,0.253861,0.065000
3,10,,,0.583695,0.253861,0.067000
3,10,,,0.585548,0.253861,0.068000
3,10,,,0.587401,0.253861,0.069000
3,10,,,0.589254,0.253861,0.069000
3,10,,,0.591107,0.253861,0.069000
3,10,,,0.592960,0.253861,0.069000
3,10,,,0.594813,0.253861,0.068000
3,10,,,0.596666,0.253861,0.066000
3,10,,,0.598519,0.253861,0.064000
3,10,,,0.600372,0.253861,0.063000
3,10,,,0.602225,0.253861,0.063000
3,10,,,0.604078,0.253861,0.063000
3,10,,,0.605931,0.253861,0.065000
3,10,,,0.607784,0.253861,0.067000
3,10,,,0.617049,0.253861,0.069000
3,10,,,0.618902,0.253861,0.062000
3,10,,,0.635579,0.253861,0.059000
3,10,,,0.637432,0.253861,0.066000
3,10,,,0.646697,0.253861,0.069000
3,10,,,0.648550,0.253861,0.064000
3,10,,,0.650403,0.253861,0.057000
3,10,,,0.570724,0.255714,0.055000
3,10,,,0.572577,0.255714,0.057000
3,10,,,0.574430,0.255714,0.059000
3,10,,,0.576283,0.255714,0.061000
3,10,,,0.578136,0.255714,0.063000
3,10,,,0.579989,0.255714,0.064000
3,10,,,0.581842,0.255714,0.065000
3,10,,,0.583695,0.255714,0.066000
3,10,,,0.585548,0.255714,0.067000
3,10,,,0.587401,0.255714,0.067000
3,10,,,0.589254,0.255714,0.067000
3,10,,,0.591107,0.255714,0.067000
3,10,,,0.592960,0.255714,0.066000
3,10,,,0.594813,0.255714,0.065000
3,10,,,0.596666,0.255714,0.064000
3,10,,,0.598519,0.255714,0.062000
3,10,,,0.600372,0.255714,0.061000
3,10,,,0.602225,0.255714,0.061000
3,10,,,0.604078,0.255714,0.062000
3,10,,,0.605931,0.255714,0.064000
3,10,,,0.607784,0.255714,0.066000
3,10,,,0.609637,0.255714,0.068000
3,10,,,0.617049,0.255714,0.067000
3,10,,,0.618902,0.255714,0.058000
3,10,,,0.637432,0.255714,0.059000
3,10,,,0.639285,0.255714,0.065000
3,10,,,0.641138,0.255714,0.068000
3,10,,,0.642991,0.255714,0.069000
3,10,,,0.644844,0.255714,0.067000
3,10,,,0.646697,0.255714,0.063000
3,10,,,0.648550,0.255714,0.059000
3,10,,,0.568871,0.257567,0.055000
3,10,,,0.570724,0.257567,0.056000
3,10,,,0.572577,0.257567,0.058000
3,10,,,0.574430,0.257567,0.060000
3,10,,,0.576283,0.257567,0.062000
3,10,,,0.578136,0.257567,0.063000
3,10,,,0.579989,0.257567,0.064000
3,10,,,0.581842,0.257567,0.064000
3,10,,,0.583695,0.257567,0.064000
3,10,,,0.585548,0.257567,0.065000
3,10,,,0.587401,0.257567,0.065000
3,10,,,0.589254,0.257567,0.065000
3,10,,,0.591107,0.257567,0.064000
3,10,,,0.592960,0.257567,0.064000
3,10,,,0.594813,0.257567,0.063000
3,10,,,0.596666,0.257567,0.062000
3,10,,,0.598519,0.257567,0.061000
3,10,,,0.600372,0.257567,0.061000
3,10,,,0.602225,0.257567,0.061000
3,10,,,0.604078,0.257567,0.062000
3,10,,,0.605931,0.257567,0.064000
3,10,,,0.607784,0.257567,0.065000
3,10,,,0.609637,0.257567,0.068000
3,10,,,0.611490,0.257567,0.068000
3,10,,,0.613343,0.257567,0.066000
3,10,,,0.615196,0.257567,0.063000
3,10,,,0.617049,0.257567,0.055000
3,10,,,0.639285,0.257567,0.057000
3,10,,,0.641138,0.257567,0.061000
3,10,,,0.642991,0.257567,0.062000
3,10,,,0.644844,0.257567,0.060000
3,10,,,0.646697,0.257567,0.057000
3,10,,,0.568871,0.259420,0.055000
3,10,,,0.570724,0.259420,0.056000
3,10,,,0.572577,0.259420,0.058000
3,10,,,0.574430,0.259420,0.060000
3,10,,,0.576283,0.259420,0.062000
3,10,,,0.578136,0.259420,0.062000
3,10,,,0.579989,0.259420,0.062000
3,10,,,0.581842,0.259420,0.063000
3,10,,,0.583695,0.259420,0.063000
3,10,,,0.585548,0.259420,0.063000
3,10,,,0.587401,0.259420,0.062000
3,10,,,0.589254,0.259420,0.062000
3,10,,,0.591107,0.259420,0.062000
3,10,,,0.592960,0.259420,0.062000
3,10,,,0.594813,0.259420,0.061000
3,10,,,0.596666,0.259420,0.061000
3,10,,,0.598519,0.259420,0.061000
3,10,,,0.600372,0.259420,0.061000
3,10,,,0.602225,0.259420,0.062000
3,10,,,0.604078,0.259420,0.063000
3,10,,,0.605931,0.259420,0.064000
3,10,,,0.607784,0.259420,0.066000
3,10,,,0.609637,0.259420,0.068000
3,10,,,0.611490,0.259420,0.066000
3,10,,,0.613343,0.259420,0.061000
3,10,,,0.642991,0.259420,0.055000
3,10,,,0.644844,0.259420,0.055000
3,10,,,0.570724,0.261273,0.055000
3,10,,,0.572577,0.261273,0.057000
3,10,,,0.574430,0.261273,0.059000
3,10,,,0.576283,0.261273,0.060000
3,10,,,0.578136,0.261273,0.061000
3,10,,,0.579989,0.261273,0.061000
3,10,,,0.581842,0.261273,0.061000
3,10,,,0.583695,0.261273,0.061000
3,10,,,0.585548,0.261273,0.061000
3,10,,,0.587401,0.261273,0.061000
3,10,,,0.589254,0.261273,0.061000
3,10,,,0.591107,0.261273,0.061000
3,10,,,0.592960,0.261273,0.061000
3,10,,,0.594813,0.261273,0.061000
3,10,,,0.596666,0.261273,0.061000
3,10,,,0.598519,0.261273,0.061000
3,10,,,0.600372,0.261273,0.062000
3,10,,,0.602225,0.261273,0.063000
3,10,,,0.604078,0.261273,0.064000
3,10,,,0.605931,0.261273,0.065000
3,10,,,0.607784,0.261273,0.067000
3,10,,,0.609637,0.261273,0.068000
3,10,,,0.611490,0.261273,0.065000
3,10,,,0.613343,0.261273,0.058000
3,10,,,0.572577,0.263126,0.055000
3,10,,,0.574430,0.263126,0.057000
3,10,,,0.576283,0.263126,0.058000
3,10,,,0.578136,0.263126,0.060000
3,10,,,0.579989,0.263126,0.060000
3,10,,,0.581842,0.263126,0.061000
3,10,,,0.583695,0.263126,0.061000
3,10,,,0.585548,0.263126,0.061000
3,10,,,0.587401,0.263126,0.061000
3,10,,,0.589254,0.263126,0.061000
3,10,,,0.591107,0.263126,0.061000
3,10,,,0.592960,0.263126,0.061000
3,10,,,0.594813,0.263126,0.061000
3,10,,,0.596666,0.263126,0.062000
3,10,,,0.598519,0.263126,0.062000
3,10,,,0.600372,0.263126,0.062000
3,10,,,0.602225,0.263126,0.063000
3,10,,,0.604078,0.263126,0.064000
3,10,,,0.605931,0.263126,0.066000
3,10,,,0.607784,0.263126,0.067000
3,10,,,0.609637,0.263126,0.068000
3,10,,,0.611490,0.263126,0.065000
3,10,,,0.613343,0.263126,0.060000
3,10,,,0.576283,0.264979,0.056000
3,10,,,0.578136,0.264979,0.058000
3,10,,,0.579989,0.264979,0.059000
3,10,,,0.581842,0.264979,0.060000
3,10,,,0.583695,0.264979,0.060000
3,10,,,0.585548,0.264979,0.060000
3,10,,,0.587401,0.264979,0.061000
3,10,,,0.589254,0.264979,0.061000
3,10,,,0.591107,0.264979,0.061000
3,10,,,0.592960,0.264979,0.062000
3,10,,,0.594813,0.264979,0.062000
3,10,,,0.596666,0.264979,0.062000
3,10,,,0.598519,0.264979,0.062000
3,10,,,0.600372,0.264979,0.063000
3,10,,,0.602225,0.264979,0.064000
3,10,,,0.604078,0.264979,0.065000
3,10,,,0.605931,0.264979,0.066000
3,10,,,0.607784,0.264979,0.066000
3,10,,,0.609637,0.264979,0.066000
3,10,,,0.611490,0.264979,0.064000
3,10,,,0.613343,0.264979,0.061000
3,10,,,0.615196,0.264979,0.056000
3,10,,,0.578136,0.266832,0.056000
3,10,,,0.579989,0.266832,0.057000
3,10,,,0.581842,0.266832,0.059000
3,10,,,0.583695,0.266832,0.059000
3,10,,,0.585548,0.266832,0.060000
3,10,,,0.587401,0.266832,0.060000
3,10,,,0.589254,0.266832,0.061000
3,10,,,0.591107,0.266832,0.061000
3,10,,,0.592960,0.266832,0.061000
3,10,,,0.594813,0.266832,0.062000
3,10,,,0.596666,0.266832,0.062000
3,10,,,0.598519,0.266832,0.062000
3,10,,,0.600372,0.266832,0.063000
3,10,,,0.602225,0.266832,0.064000
3,10,,,0.604078,0.266832,0.064000
3,10,,,0.605931,0.266832,0.065000
3,10,,,0.607784,0.266832,0.065000
3,10,,,0.609637,0.266832,0.064000
3,10,,,0.611490,0.266832,0.063000
3,10,,,0.613343,0.266832,0.060000
3,10,,,0.615196,0.266832,0.057000
3,10,,,0.579989,0.268685,0.055000
3,10,,,0.581842,0.268685,0.057000
3,10,,,0.583695,0.268685,0.058000
3,10,,,0.585548,0.268685,0.059000
3,10,,,0.587401,0.268685,0.060000
3,10,,,0.589254,0.268685,0.060000
3,10,,,0.591107,0.268685,0.060000
3,10,,,0.592960,0.268685,0.061000
3,10,,,0.594813,0.268685,0.061000
3,10,,,0.596666,0.268685,0.061000
3,10,,,0.598519,0.268685,0.062000
3,10,,,0.600372,0.268685,0.062000
3,10,,,0.602225,0.268685,0.063000
3,10,,,0.604078,0.268685,0.063000
3,10,,,0.605931,0.268685,0.064000
3,10,,,0.607784,0.268685,0.063000
3,10,,,0.609637,0.268685,0.062000
3,10,,,0.611490,0.268685,0.061000
3,10,,,0.613343,0.268685,0.059000
3,10,,,0.615196,0.268685,0.056000
3,10,,,0.581842,0.270538,0.055000
3,10,,,0.583695,0.270538,0.057000
3,10,,,0.585548,0.270538,0.058000
3,10,,,0.587401,0.270538,0.059000
3,10,,,0.589254,0.270538,0.059000
3,10,,,0.591107,0.270538,0.060000
3,10,,,0.592960,0.270538,0.060000
3,10,,,0.594813,0.270538,0.060000
3,10,,,0.596666,0.270538,0.061000
3,10,,,0.598519,0.270538,0.061000
3,10,,,0.600372,0.270538,0.062000
3,10,,,0.602225,0.270538,0.062000
3,10,,,0.604078,0.270538,0.062000
3,10,,,0.605931,0.270538,0.063000
3,10,,,0.607784,0.270538,0.062000
3,10,,,0.609637,0.270538,0.061000
3,10,,,0.611490,0.270538,0.060000
3,10,,,0.613343,0.270538,0.058000
3,10,,,0.615196,0.270538,0.056000
3,10,,,0.583695,0.272391,0.055000
3,10,,,0.585548,0.272391,0.057000
3,10,,,0.587401,0.272391,0.058000
3,10,,,0.589254,0.272391,0.058000
3,10,,,0.591107,0.272391,0.059000
3,10,,,0.592960,0.272391,0.059000
3,10,,,0.594813,0.272391,0.060000
3,10,,,0.596666,0.272391,0.060000
3,10,,,0.598519,0.272391,0.060000
3,10,,,0.600372,0.272391,0.061000
3,10,,,0.602225,0.272391,0.061000
3,10,,,0.604078,0.272391,0.061000
3,10,,,0.605931,0.272391,0.062000
3,10,,,0.607784,0.272391,0.061000
3,10,,,0.609637,0.272391,0.061000
3,10,,,0.611490,0.272391,0.059000
3,10,,,0.613343,0.272391,0.057000
3,10,,,0.615196,0.272391,0.055000
3,10,,,0.583695,0.274244,0.055000
3,10,,,0.585548,0.274244,0.056000
3,10,,,0.587401,0.274244,0.056000
3,10,,,0.589254,0.274244,0.057000
3,10,,,0.591107,0.274244,0.058000
3,10,,,0.592960,0.274244,0.058000
3,10,,,0.594813,0.274244,0.059000
3,10,,,0.596666,0.274244,0.059000
3,10,,,0.598519,0.274244,0.059000
3,10,,,0.600372,0.274244,0.060000
3,10,,,0.602225,0.274244,0.060000
3,10,,,0.604078,0.274244,0.060000
3,10,,,0.605931,0.274244,0.060000
3,10,,,0.607784,0.274244,0.060000
3,10,,,0.609637,0.274244,0.060000
3,10,,,0.611490,0.274244,0.058000
3,10,,,0.613343,0.274244,0.056000
3,10,,,0.585548,0.276097,0.055000
3,10,,,0.587401,0.276097,0.056000
3,10,,,0.589254,0.276097,0.056000
3,10,,,0.591107,0.276097,0.057000
3,10,,,0.592960,0.276097,0.058000
3,10,,,0.594813,0.276097,0.058000
3,10,,,0.596666,0.276097,0.058000
3,10,,,0.598519,0.276097,0.058000
3,10,,,0.600372,0.276097,0.058000
3,10,,,0.602225,0.276097,0.058000
3,10,,,0.604078,0.276097,0.058000
3,10,,,0.605931,0.276097,0.058000
3,10,,,0.607784,0.276097,0.058000
3,10,,,0.609637,0.276097,0.058000
